Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
2382,Sales,39,38125,6,8,95,Yes
2383,Finance,24,43109,3,10,60,No
2384,HR,31,73377,2,9,67,No
2385,Finance,25,39841,6,9,92,Yes
2386,IT,35,58066,9,8,83,Yes
2387,Finance,43,58258,7,10,83,Yes
2388,IT,27,63948,7,6,98,Yes
2389,Finance,26,70741,5,8,67,No
2390,IT,26,69309,1,6,94,No
2391,Sales,45,62584,7,8,97,Yes
2392,Sales,39,77746,5,10,69,No
2393,HR,36,43318,7,8,76,No
2394,HR,31,57206,7,7,100,Yes
2395,Sales,40,47483,7,7,52,No
2396,HR,40,66393,2,9,84,No
2397,Finance,41,56526,3,10,52,No
2398,HR,23,68965,7,10,78,No
2399,HR,23,45548,10,10,58,No
2400,HR,25,44568,2,9,52,No
2401,Marketing,40,47140,8,8,50,No
2402,IT,25,63853,4,9,84,No
2403,IT,38,40688,9,7,67,No
2404,Finance,39,43875,7,9,56,No
2405,Marketing,26,68160,4,8,73,No
2406,Finance,42,38323,3,9,59,No
2407,HR,24,37305,9,8,76,No
2408,Marketing,32,41804,7,10,56,No
2409,Finance,40,37497,2,9,68,No
2410,Finance,43,59577,1,9,59,No
2411,Marketing,26,35757,4,9,93,No
2412,Marketing,24,75081,1,6,99,No
2413,HR,32,55737,10,10,60,No
2414,Marketing,38,65959,5,6,96,No
2415,Marketing,39,60958,9,6,77,No
2416,Finance,27,76865,1,7,96,No
2417,Marketing,22,77411,1,10,61,No
2418,HR,33,66010,5,7,77,No
2419,Sales,26,65558,5,8,90,No
2420,IT,25,73460,3,10,97,No
2421,Finance,24,45345,7,8,68,No
2422,Finance,38,39824,9,9,74,No
2423,IT,39,40667,4,7,88,No
2424,Sales,32,77262,10,6,89,Yes
2425,Sales,27,58322,4,8,80,No
2426,Sales,26,62998,6,10,60,No
2427,Sales,26,64354,7,7,83,Yes
2428,Sales,36,35597,9,6,78,No
2429,Sales,30,47967,4,7,63,No
2430,HR,28,43195,1,9,82,No
2431,Sales,37,75299,8,8,92,Yes
2432,Finance,28,43819,2,8,99,No
2433,Finance,27,68768,2,8,93,No
2434,Sales,45,79149,3,6,78,No
2435,Marketing,33,35267,5,9,54,No
2436,Marketing,28,61183,4,9,67,No
2437,IT,39,40607,8,10,66,No
2438,IT,37,44239,2,7,63,No
2439,Marketing,34,58657,4,6,69,No
2440,IT,37,61741,8,6,73,No
2441,HR,29,50824,3,10,74,No
2442,Marketing,36,59489,4,9,74,No
2443,Sales,36,61528,1,9,71,No
2444,Sales,24,39326,10,8,81,Yes
2445,Sales,40,43341,6,6,91,Yes
2446,Marketing,33,49348,3,10,57,No
2447,Finance,25,44032,2,8,58,No
2448,Sales,28,47457,7,9,67,No
2449,Finance,32,60409,10,7,91,Yes
2450,Finance,33,46567,6,9,80,No
2451,Marketing,31,72600,5,10,99,No
2452,Finance,41,55218,7,7,87,Yes
2453,Marketing,22,39529,6,6,58,No
2454,HR,29,53646,9,9,58,No
2455,Finance,39,64462,9,7,74,No
2456,Finance,40,40846,8,9,61,No
2457,Sales,33,75883,1,10,52,No
2458,Sales,40,55298,5,6,100,No
2459,Sales,42,70434,1,8,97,No
2460,Marketing,45,67265,7,10,60,No
2461,IT,33,70233,3,7,97,No
2462,Marketing,31,60044,6,7,88,Yes
2463,HR,28,39698,5,10,94,No
2464,IT,45,65325,2,9,93,No
2465,HR,44,58392,5,6,90,No
2466,IT,45,38501,5,10,75,No
2467,Finance,38,57734,6,6,65,No
2468,Marketing,27,67163,8,9,81,Yes
2469,HR,33,39483,5,7,84,No
2470,HR,30,52495,10,8,66,No
2471,Finance,45,77826,10,9,63,No
2472,IT,24,38558,5,8,100,No
2473,Marketing,39,63353,3,9,86,No
2474,Sales,26,56467,10,6,82,Yes
2475,HR,45,40020,6,9,60,No
2476,Finance,34,59953,3,7,62,No
2477,HR,35,36863,1,8,79,No
2478,Sales,31,41605,5,7,71,No
2479,IT,42,68576,1,8,94,No
2480,IT,40,36350,4,8,94,No
2481,HR,33,35979,6,6,77,No
2482,IT,45,72834,5,6,75,No
2483,Finance,39,63528,8,6,87,Yes
2484,Finance,37,75451,7,6,54,No
2485,Sales,27,65893,5,7,92,No
2486,HR,44,79300,10,7,73,No
2487,Marketing,40,60111,5,6,77,No
2488,Finance,38,51527,2,7,92,No
2489,IT,24,77622,6,6,61,No
2490,Sales,22,57495,9,8,99,Yes
2491,IT,39,56357,2,10,66,No
2492,IT,44,77068,5,10,81,No
2493,HR,32,54958,7,7,74,No
2494,Sales,28,54071,9,6,62,No
2495,Finance,45,53558,4,6,81,No
2496,Sales,31,79411,3,7,66,No
2497,Finance,34,55113,3,7,90,No
2498,HR,26,76118,3,9,54,No
2499,IT,26,71443,8,9,68,No
2500,IT,39,56035,3,6,97,No
2501,HR,35,63783,9,8,63,No
2502,Marketing,45,48024,3,8,90,No
2503,Marketing,29,60798,8,10,61,No
2504,Sales,26,56560,10,9,91,Yes
2505,Sales,24,42556,2,10,55,No
2506,HR,43,68467,9,7,66,No
2507,IT,32,71042,7,7,96,Yes
2508,Sales,26,38106,5,6,64,No
2509,Finance,31,60612,5,8,60,No
2510,Finance,42,48638,9,8,90,Yes
2511,Finance,42,56852,8,6,84,Yes
2512,Sales,25,40781,4,9,61,No
2513,IT,30,48616,1,10,64,No
2514,Finance,23,49570,6,9,69,No
2515,Marketing,28,79773,5,6,98,No
2516,HR,45,44640,9,6,78,No
2517,HR,44,79889,3,6,79,No
2518,IT,31,70032,9,8,56,No
2519,HR,31,47448,3,7,78,No
2520,HR,39,54393,1,9,93,No
2521,HR,26,68378,9,8,74,No
2522,Marketing,44,50060,4,6,63,No
2523,Marketing,25,41156,2,10,86,No
2524,HR,33,71968,10,7,54,No
2525,HR,25,37733,9,8,50,No
2526,Sales,32,57215,3,9,91,No
2527,Sales,42,51379,5,6,65,No
2528,Finance,35,36595,5,9,95,No
2529,IT,25,71505,2,10,67,No
2530,HR,44,66974,9,6,58,No
2531,IT,35,44288,10,7,61,No
2532,HR,39,75940,10,8,61,No
2533,Sales,40,62861,5,7,52,No
2534,Marketing,26,36711,9,6,69,No
2535,Sales,31,43667,1,7,65,No
2536,Sales,30,55977,8,8,59,No
2537,HR,38,35377,2,6,50,No
2538,Finance,37,50283,4,10,87,No
2539,Marketing,44,69279,4,9,92,No
2540,Finance,31,63969,7,10,56,No
2541,Finance,24,65224,5,8,94,No
2542,HR,30,37688,5,8,50,No
2543,HR,32,61867,6,7,59,No
2544,Sales,28,46736,4,7,66,No
2545,HR,31,39148,9,10,91,Yes
2546,Finance,36,65995,6,7,92,Yes
2547,Sales,39,70937,8,6,58,No
2548,Finance,27,48311,5,6,100,No
2549,Sales,43,64824,8,8,92,Yes
2550,HR,35,47695,8,7,98,Yes
2551,Marketing,40,47747,7,8,99,Yes
2552,IT,22,58357,9,8,97,Yes
2553,Marketing,32,76931,6,7,97,Yes
2554,Sales,26,42350,2,9,56,No
2555,HR,33,53890,4,7,91,No
2556,Sales,42,66531,10,8,71,No
2557,Finance,39,71054,8,10,73,No
2558,IT,32,49796,6,7,72,No
2559,IT,38,77191,10,8,56,No
2560,Sales,29,51921,10,6,78,No
2561,HR,29,58091,6,10,73,No
2562,IT,38,56612,7,7,64,No
2563,IT,34,75097,2,8,67,No
2564,Sales,22,61536,10,7,94,Yes
2565,Finance,40,70575,9,9,50,No
2566,HR,39,41651,6,7,83,Yes
2567,HR,37,79009,5,10,81,No
2568,Marketing,26,58620,1,7,77,No
2569,IT,38,44638,2,7,89,No
2570,Sales,35,68654,10,8,87,Yes
2571,HR,23,48816,7,10,65,No
2572,Finance,22,58851,8,7,89,Yes
2573,IT,26,71179,6,7,77,No
2574,Marketing,36,36253,9,8,76,No
2575,Marketing,40,61108,1,9,53,No
2576,HR,28,76606,9,6,54,No
2577,Sales,36,71188,3,7,81,No
2578,Sales,42,38787,6,10,72,No
2579,Finance,23,67611,1,10,50,No
2580,Marketing,39,48070,5,9,89,No
2581,Sales,39,61857,10,7,53,No
2582,HR,39,43242,8,7,90,Yes
2583,IT,28,75548,5,9,70,No
2584,Finance,22,79164,5,7,87,No
2585,Finance,37,71481,2,8,54,No
2586,Finance,36,53998,10,9,52,No
2587,HR,37,57435,5,8,98,No
2588,IT,31,78250,6,7,94,Yes
2589,Finance,39,38336,4,7,86,No
2590,HR,28,51460,5,7,50,No
2591,Sales,37,46935,9,9,96,Yes
2592,HR,27,76266,3,10,97,No
2593,HR,36,56002,9,9,55,No
2594,Sales,23,61736,4,9,100,No
2595,Marketing,33,56418,8,10,82,Yes
2596,Sales,43,40486,5,7,90,No
2597,HR,26,64693,1,7,79,No
2598,IT,35,51991,6,10,79,No
2599,IT,37,38420,4,6,89,No
2600,Marketing,44,50146,8,8,82,Yes
2601,Finance,34,63377,10,8,56,No
2602,IT,34,47516,9,7,51,No
2603,Finance,36,44734,4,6,96,No
2604,Marketing,45,50531,8,8,70,No
2605,HR,45,42657,9,10,52,No
2606,Marketing,33,59513,5,7,67,No
2607,Finance,24,51514,7,10,76,No
2608,Finance,37,53789,9,9,94,Yes
2609,Marketing,22,59444,7,10,87,Yes
2610,Sales,34,46722,10,8,79,No
2611,Finance,44,39019,7,8,73,No
2612,Marketing,40,63387,8,6,95,Yes
2613,HR,41,67349,10,8,56,No
2614,Finance,32,43540,3,6,82,No
2615,Finance,30,45256,8,8,60,No
2616,Sales,36,54043,3,8,88,No
2617,Finance,22,77106,5,8,65,No
2618,Marketing,32,39477,3,9,99,No
2619,IT,33,75347,9,7,75,No
2620,Sales,30,38628,7,10,67,No
2621,Marketing,23,55043,1,10,80,No
2622,Finance,31,70906,8,9,98,Yes
2623,Sales,43,45988,3,7,79,No
2624,Finance,35,41094,7,7,82,Yes
2625,Sales,40,39391,4,7,51,No
2626,Sales,40,47892,6,7,67,No
2627,Marketing,36,39415,10,6,96,Yes
2628,Marketing,43,62067,9,6,56,No
2629,HR,37,52219,6,6,71,No
2630,Sales,38,75968,1,10,81,No
2631,Sales,35,61108,3,10,62,No
2632,Sales,42,75288,8,7,90,Yes
2633,HR,28,67480,9,6,91,Yes
2634,Marketing,41,47035,1,8,66,No
2635,Sales,28,54220,1,7,94,No
2636,Marketing,33,57202,1,9,97,No
2637,Finance,40,43616,5,6,64,No
2638,Marketing,35,71786,5,6,71,No
2639,HR,43,58125,7,8,70,No
2640,Sales,33,63521,5,9,94,No
2641,IT,34,57789,4,9,87,No
2642,Marketing,41,53492,4,7,89,No
2643,Finance,28,36020,3,6,93,No
2644,Finance,44,49769,2,10,93,No
2645,HR,32,66813,4,6,86,No
2646,Sales,43,49690,5,6,74,No
2647,Sales,28,53362,6,8,94,Yes
2648,Finance,25,35173,7,7,63,No
2649,HR,39,68694,4,8,63,No
2650,IT,44,73138,6,6,80,No
2651,Finance,22,77909,3,10,62,No
2652,Finance,30,65705,3,10,93,No
2653,Finance,32,46217,6,7,79,No
2654,Finance,40,68597,5,8,75,No
2655,Finance,38,70740,7,6,96,Yes
2656,HR,37,64241,10,6,80,No
2657,HR,42,50322,4,9,88,No
2658,IT,45,65610,7,8,82,Yes
2659,Marketing,35,65561,10,6,52,No
2660,HR,29,63161,9,7,80,No
2661,Sales,42,66737,3,6,69,No
2662,Marketing,44,50698,4,7,63,No
2663,Finance,36,76281,2,8,83,No
2664,IT,44,50805,8,8,61,No
2665,IT,37,44207,8,6,82,Yes
2666,HR,29,42689,8,6,88,Yes
2667,IT,36,49609,6,9,61,No
2668,Finance,33,66959,9,8,96,Yes
2669,Sales,26,50926,3,8,88,No
2670,IT,39,51317,5,9,75,No
2671,HR,32,65538,10,10,84,Yes
2672,Marketing,30,57213,5,9,69,No
2673,Sales,39,68092,5,7,99,No
2674,Marketing,31,53683,5,7,79,No
2675,HR,27,74206,3,9,60,No
2676,HR,30,43178,5,9,77,No
2677,HR,45,46831,2,7,76,No
2678,Finance,42,44902,6,10,65,No
2679,Sales,33,75850,3,8,83,No
2680,IT,39,38245,10,10,65,No
2681,Sales,24,61316,7,6,99,Yes
2682,IT,23,64121,9,8,80,No
2683,HR,29,60406,7,8,80,No
2684,Finance,39,40747,7,10,53,No
2685,Finance,23,63435,9,9,78,No
2686,Finance,36,70211,8,10,96,Yes
2687,HR,33,40544,10,6,57,No
2688,Marketing,40,36705,5,10,100,No
2689,HR,26,55656,6,7,75,No
2690,Finance,35,40698,2,8,93,No
2691,Marketing,42,73096,10,6,72,No
2692,IT,39,51285,8,8,63,No
2693,Sales,32,51992,2,6,85,No
2694,HR,42,43795,6,7,66,No
2695,Sales,33,47014,4,7,83,No
2696,Sales,39,43610,7,7,56,No
2697,HR,37,52204,5,8,61,No
2698,Marketing,40,37772,7,10,82,Yes
2699,Sales,33,39801,7,10,95,Yes
2700,Marketing,39,57065,7,10,52,No
2701,IT,34,36021,7,10,64,No
2702,IT,40,64821,10,7,69,No
2703,HR,31,42903,7,9,97,Yes
2704,HR,43,55151,8,10,57,No
2705,Sales,42,70172,6,8,68,No
2706,Finance,29,66076,10,9,71,No
2707,HR,25,71733,7,7,85,Yes
2708,IT,43,45507,10,8,74,No
2709,Marketing,28,78638,5,9,75,No
2710,Finance,35,49160,5,9,51,No
2711,Finance,39,74116,7,9,84,Yes
2712,IT,35,35711,4,6,92,No
2713,HR,31,74664,6,6,68,No
2714,HR,42,46628,1,7,100,No
2715,IT,24,76012,8,6,88,Yes
2716,Marketing,38,57795,3,6,66,No
2717,Sales,31,39117,8,8,56,No
2718,IT,33,51246,10,8,60,No
2719,HR,40,55355,1,7,79,No
2720,Sales,24,77874,5,6,97,No
2721,IT,35,67388,4,9,93,No
2722,Finance,30,42403,7,7,53,No
2723,HR,36,51784,5,8,63,No
2724,Sales,32,75678,10,9,73,No
2725,HR,31,39266,8,7,83,Yes
2726,IT,37,62045,4,7,91,No
2727,Marketing,36,53534,7,9,65,No
2728,Finance,32,78384,3,10,99,No
2729,Marketing,32,59687,5,9,80,No
2730,IT,30,36046,8,8,78,No
2731,HR,45,57779,7,10,63,No
2732,Finance,41,64206,9,10,73,No
2733,Finance,44,72976,9,8,83,Yes
2734,Marketing,40,56055,4,10,51,No
2735,Marketing,36,76942,1,8,50,No
2736,HR,24,47310,10,8,81,Yes
2737,Finance,24,61679,8,10,68,No
2738,Sales,40,37189,9,10,99,Yes
2739,HR,23,66688,1,10,100,No
2740,Marketing,25,67089,8,8,50,No
2741,HR,38,39065,1,6,78,No
2742,Marketing,32,36524,9,10,61,No
2743,IT,28,57589,1,10,65,No
2744,Marketing,42,73381,5,8,76,No
2745,HR,33,56002,2,9,83,No
2746,HR,44,55744,7,7,96,Yes
2747,Sales,43,42658,9,7,61,No
2748,IT,22,35674,5,7,80,No
2749,Marketing,30,46936,9,9,94,Yes
2750,Sales,22,67242,10,9,88,Yes
2751,Marketing,28,52096,7,7,97,Yes
2752,Finance,44,49887,2,6,50,No
2753,Finance,24,70954,4,9,98,No
2754,Marketing,33,35725,1,8,79,No
2755,Marketing,40,49422,1,9,67,No
2756,HR,24,59334,6,9,66,No
2757,Finance,23,39834,10,8,51,No
2758,Sales,26,38419,8,10,88,Yes
2759,Finance,36,49687,5,9,66,No
2760,Sales,31,71403,5,7,78,No
2761,HR,35,46603,6,6,98,Yes
2762,Sales,31,49121,9,8,53,No
2763,Marketing,40,43799,7,9,99,Yes
2764,HR,25,40950,9,10,63,No
2765,Sales,44,41346,5,9,90,No
2766,HR,45,38688,4,6,88,No
2767,IT,32,74227,4,6,81,No
2768,Sales,38,61518,1,6,71,No
2769,Sales,36,51409,9,6,90,Yes
2770,IT,35,75405,2,8,85,No
2771,IT,32,51767,4,7,63,No
2772,Sales,35,59218,9,6,71,No
2773,Sales,44,62126,9,7,77,No
2774,Marketing,35,49276,9,8,82,Yes
2775,IT,35,63317,1,8,56,No
2776,HR,34,36833,1,10,75,No
2777,Marketing,31,56406,7,6,64,No
2778,Sales,32,47935,7,8,52,No
2779,Marketing,38,54882,8,7,82,Yes
2780,HR,44,64578,4,8,51,No
2781,Finance,40,70709,10,6,86,Yes
2782,IT,24,44777,8,8,63,No
2783,Marketing,29,44688,5,7,99,No
2784,Marketing,28,67516,8,7,64,No
2785,IT,31,66542,2,7,92,No
2786,Finance,36,38126,10,9,85,Yes
2787,HR,23,42742,2,7,71,No
2788,Marketing,26,73240,9,9,55,No
2789,HR,36,73035,10,7,88,Yes
2790,Sales,43,53205,10,7,69,No
2791,Sales,41,76624,8,10,67,No
2792,Sales,22,75604,5,9,65,No
2793,Marketing,44,56852,8,10,57,No
2794,IT,42,65366,9,10,79,No
2795,IT,23,65876,9,6,81,Yes
2796,Sales,42,42455,2,9,90,No
2797,Marketing,30,58166,5,6,61,No
2798,Sales,31,79243,3,6,66,No
2799,HR,28,48955,3,9,74,No
2800,Sales,36,47760,8,7,94,Yes
2801,Finance,43,78162,8,10,99,Yes
2802,Sales,24,68102,5,6,89,No
2803,Marketing,33,41943,7,9,50,No
2804,Marketing,25,42611,6,7,91,Yes
2805,Sales,39,49427,1,7,61,No
2806,HR,27,70941,8,9,61,No
2807,Marketing,33,76087,6,10,92,Yes
2808,Finance,38,63968,4,9,56,No
2809,Sales,29,49041,6,8,95,Yes
2810,Marketing,23,64119,10,10,97,Yes
2811,Marketing,45,52715,10,9,100,Yes
2812,IT,41,75171,9,9,61,No
2813,HR,40,35400,3,9,90,No
2814,Finance,23,64622,8,8,85,Yes
2815,IT,41,70353,4,6,95,No
2816,Marketing,29,77246,9,7,96,Yes
2817,HR,33,48428,3,7,52,No
2818,Marketing,22,78584,2,7,94,No
2819,Finance,32,36893,7,9,73,No
2820,Finance,26,54314,2,7,62,No
2821,Finance,37,56776,10,9,54,No
2822,Marketing,31,79372,7,8,61,No
2823,Marketing,26,67840,4,6,58,No
2824,IT,42,54647,9,9,83,Yes
2825,HR,34,36688,6,8,66,No
2826,Finance,34,41800,3,10,83,No
2827,Marketing,45,71354,10,8,81,Yes
2828,Finance,23,37000,8,6,68,No
2829,Sales,38,52411,2,7,66,No
2830,Finance,34,68190,9,8,95,Yes
2831,Sales,45,35674,1,7,83,No
2832,Marketing,42,40337,9,7,68,No
2833,Finance,24,74503,7,9,69,No
2834,Sales,22,41567,3,9,79,No
2835,Finance,23,52312,9,7,79,No
2836,IT,34,57859,8,9,63,No
2837,Sales,40,52094,8,7,69,No
2838,Finance,31,48838,3,6,67,No
2839,IT,32,61635,4,7,85,No
2840,Finance,24,59588,1,7,90,No
2841,Sales,37,73674,1,8,54,No
2842,IT,40,57334,9,7,72,No
2843,HR,35,45822,9,9,64,No
2844,IT,23,50108,7,8,61,No
2845,Marketing,44,51797,3,6,67,No
2846,Sales,44,74202,7,9,78,No
2847,IT,45,75791,1,8,54,No
2848,Finance,24,38299,8,6,51,No
2849,Sales,22,71255,9,7,74,No
2850,IT,29,59900,6,9,69,No
2851,IT,29,50884,3,7,59,No
2852,HR,27,48897,1,7,61,No
2853,Finance,28,70932,3,10,63,No
2854,IT,36,38775,2,9,53,No
2855,Marketing,28,43144,9,6,100,Yes
2856,Marketing,28,67434,4,9,69,No
2857,Finance,34,69702,2,10,95,No
2858,IT,31,63374,1,9,77,No
2859,Sales,30,42762,2,7,70,No
2860,Marketing,32,72817,3,6,52,No
2861,IT,44,41109,6,8,74,No
2862,Marketing,45,51057,3,7,88,No
2863,Finance,31,35477,3,7,65,No
2864,Sales,27,52385,7,10,83,Yes
2865,Finance,45,67453,3,6,76,No
2866,IT,39,60177,7,7,70,No
2867,IT,41,52461,5,10,63,No
2868,HR,27,66040,1,10,71,No
2869,IT,22,39957,4,8,84,No
2870,Sales,37,45360,6,10,56,No
2871,IT,33,37751,8,8,98,Yes
2872,HR,42,76154,9,7,85,Yes
2873,Marketing,29,64757,5,6,79,No
2874,IT,22,69283,7,7,79,No
2875,HR,28,70157,8,10,65,No
2876,Sales,44,79119,7,8,66,No
2877,Sales,41,37406,4,10,68,No
2878,Sales,26,46801,4,9,59,No
2879,HR,30,70711,7,7,86,Yes
2880,Sales,45,36182,5,9,93,No
2881,Marketing,23,47364,2,6,94,No
2882,Sales,41,63381,8,6,70,No
2883,Finance,22,71268,6,10,100,Yes
2884,Marketing,40,48081,10,6,61,No
2885,Sales,43,47758,10,10,93,Yes
2886,Finance,32,60984,1,7,68,No
2887,Sales,39,37428,9,7,83,Yes
2888,Marketing,37,50101,8,6,92,Yes
2889,IT,27,70150,7,6,76,No
2890,Marketing,26,36626,5,10,74,No
2891,IT,31,69684,3,9,58,No
2892,HR,28,49690,3,7,97,No
2893,Marketing,28,77970,1,7,52,No
2894,IT,27,64362,9,6,96,Yes
2895,Sales,34,73444,9,7,86,Yes
2896,Marketing,38,50026,5,8,62,No
2897,Sales,38,71014,4,8,89,No
2898,IT,42,53111,9,8,80,No
2899,Sales,36,75971,6,6,55,No
2900,IT,28,38065,10,7,64,No
2901,Sales,37,75481,3,7,68,No
2902,HR,22,64742,4,8,54,No
2903,Sales,24,37415,2,9,79,No
2904,HR,31,52125,8,9,94,Yes
2905,Sales,29,45780,9,10,66,No
2906,Finance,25,59008,5,9,58,No
2907,HR,30,40762,6,10,53,No
2908,IT,45,41465,4,8,61,No
2909,HR,40,77484,8,8,95,Yes
2910,Marketing,24,37948,1,10,69,No
2911,Finance,36,70822,4,10,92,No
2912,IT,24,57178,2,10,94,No
2913,Sales,35,42045,9,6,88,Yes
2914,Sales,31,57584,2,6,87,No
2915,HR,32,55467,4,6,72,No
2916,HR,29,35633,10,7,75,No
2917,Finance,35,73902,5,7,87,No
2918,Finance,43,57054,4,9,76,No
2919,Sales,23,43323,9,9,67,No
2920,Sales,38,52857,2,8,79,No
2921,IT,32,54044,7,6,63,No
2922,Finance,24,70678,9,7,73,No
2923,IT,28,40035,1,7,73,No
2924,IT,40,74458,5,6,62,No
2925,Sales,35,47539,6,8,97,Yes
2926,HR,35,72559,6,9,100,Yes
2927,Finance,24,35277,6,10,64,No
2928,HR,26,69286,2,9,57,No
2929,Finance,33,68669,7,6,83,Yes
2930,HR,27,65672,7,7,58,No
2931,Marketing,22,37832,9,8,75,No
2932,Finance,42,76779,8,7,54,No
2933,Marketing,42,44032,5,9,70,No
2934,Sales,27,37395,2,9,83,No
2935,Marketing,22,62449,2,6,77,No
2936,IT,41,78434,6,9,76,No
2937,Finance,37,60320,6,7,65,No
2938,HR,22,36638,2,7,87,No
2939,Sales,34,70341,7,7,52,No
2940,HR,37,71969,2,8,65,No
2941,Marketing,31,69865,9,9,54,No
2942,Marketing,30,37569,6,8,99,Yes
2943,IT,42,56441,8,8,79,No
2944,Finance,29,60361,6,6,60,No
2945,HR,35,63639,4,10,98,No
2946,Marketing,37,40939,7,6,81,Yes
2947,HR,22,62915,6,10,68,No
2948,Sales,26,52565,8,9,94,Yes
2949,IT,32,41147,7,7,96,Yes
2950,Sales,42,41618,6,10,90,Yes
2951,Sales,28,39683,10,10,99,Yes
2952,Sales,22,35143,2,10,68,No
2953,Finance,44,66934,3,10,85,No
2954,Sales,28,56713,5,10,95,No
2955,HR,32,69196,6,6,78,No
2956,HR,45,79561,10,9,85,Yes
2957,IT,22,79180,8,8,62,No
2958,IT,33,77188,4,6,98,No
2959,Finance,28,50677,5,8,94,No
2960,Finance,43,72454,7,10,85,Yes
2961,IT,27,53075,10,6,91,Yes
2962,Sales,26,42034,2,7,86,No
2963,IT,29,36148,2,8,88,No
2964,Sales,37,50560,4,10,58,No
2965,Sales,25,49721,3,9,85,No
2966,HR,32,60404,2,10,95,No
2967,Sales,35,73998,3,9,68,No
2968,HR,44,36103,2,10,59,No
2969,Marketing,42,67990,10,6,79,No
2970,Marketing,37,77382,1,9,79,No
2971,HR,23,59813,5,7,93,No
2972,Sales,43,67157,8,8,59,No
2973,Sales,37,73720,2,7,94,No
2974,Marketing,33,50286,6,9,91,Yes
2975,Finance,25,77355,5,7,88,No
2976,Finance,34,76641,2,10,59,No
2977,Finance,22,64557,7,9,77,No
2978,Sales,45,45992,2,7,90,No
2979,Marketing,42,44265,5,8,58,No
2980,Finance,32,49043,10,7,97,Yes
2981,Finance,44,50997,4,9,55,No
2982,Sales,38,52719,5,7,78,No
2983,Marketing,27,43787,5,8,56,No
2984,Finance,41,46312,1,8,63,No
2985,IT,41,71426,2,8,66,No
2986,Marketing,31,44519,10,10,61,No
2987,IT,44,66661,3,7,94,No
2988,Marketing,38,36827,5,9,94,No
2989,HR,41,74385,4,10,74,No
2990,IT,33,72605,6,7,99,Yes
2991,Finance,26,64471,9,10,95,Yes
2992,Marketing,33,49041,4,8,86,No
2993,Marketing,29,55011,5,8,94,No
2994,IT,37,49410,10,6,82,Yes
2995,Sales,29,66400,7,6,60,No
2996,IT,32,66501,5,9,56,No
2997,HR,22,71419,5,9,96,No
2998,Sales,43,43241,1,9,75,No
2999,IT,29,58964,7,8,86,Yes
3000,Finance,41,68202,7,6,58,No
3001,HR,36,69758,8,10,73,No
3002,Sales,30,44611,9,8,53,No
3003,Sales,33,54309,2,10,71,No
3004,Sales,27,76397,3,9,82,No
3005,IT,28,43699,3,10,88,No
3006,Finance,43,71800,9,10,69,No
3007,Sales,29,44250,10,10,67,No
3008,Marketing,36,74402,6,6,65,No
3009,IT,45,54486,7,8,73,No
3010,HR,25,73712,7,10,90,Yes
3011,HR,37,36416,5,8,100,No
3012,IT,39,48226,1,10,68,No
3013,Finance,39,36022,7,10,65,No
3014,IT,25,69275,3,10,55,No
3015,HR,42,36849,10,10,71,No
3016,Marketing,41,36286,10,8,61,No
3017,Finance,36,63397,4,7,53,No
3018,HR,39,59120,4,7,68,No
3019,Finance,34,46148,4,9,53,No
3020,IT,27,66981,7,8,80,No
3021,Finance,39,78816,3,9,92,No
3022,Marketing,29,49309,9,6,73,No
3023,Marketing,43,69663,2,7,55,No
3024,Finance,28,37511,10,7,58,No
3025,Finance,26,35195,9,8,61,No
3026,IT,27,46488,2,9,94,No
3027,Sales,32,76873,6,8,73,No
3028,Marketing,25,75676,6,7,92,Yes
3029,Sales,25,42965,9,9,98,Yes
3030,Sales,44,38690,3,7,75,No
3031,Finance,39,78724,1,10,96,No
3032,Sales,41,78431,6,8,54,No
3033,HR,44,42223,8,8,64,No
3034,HR,27,46016,9,9,54,No
3035,Marketing,37,77339,7,9,71,No
3036,Sales,36,74877,3,8,91,No
3037,Marketing,39,37662,7,8,70,No
3038,Marketing,28,38652,6,8,83,Yes
3039,HR,37,35171,3,7,97,No
3040,IT,35,69071,5,8,56,No
3041,IT,26,44415,7,8,81,Yes
3042,HR,29,62538,10,10,57,No
3043,HR,36,54045,7,6,78,No
3044,IT,28,54318,1,10,85,No
3045,HR,27,65125,6,8,72,No
3046,IT,39,58268,7,7,72,No
3047,IT,36,64375,10,7,56,No
3048,Finance,29,66413,1,10,59,No
3049,HR,25,79044,10,8,71,No
3050,HR,39,77906,10,8,72,No
3051,Marketing,38,67784,6,8,86,Yes
3052,Marketing,32,64295,9,8,83,Yes
3053,Finance,36,36380,6,10,93,Yes
3054,Sales,28,69518,10,8,79,No
3055,HR,39,35966,2,7,100,No
3056,IT,37,52196,1,7,81,No
3057,IT,45,37626,9,6,91,Yes
3058,HR,39,49176,1,9,91,No
3059,IT,30,42884,9,6,54,No
3060,IT,22,53389,6,7,79,No
3061,Finance,41,49576,6,7,54,No
3062,HR,27,57068,5,8,75,No
3063,Finance,38,73058,6,8,61,No
3064,IT,24,50530,2,8,74,No
3065,Sales,42,73634,3,8,97,No
3066,Sales,30,76646,9,10,59,No
3067,Sales,33,46153,3,7,90,No
3068,Marketing,35,47701,2,9,69,No
3069,Sales,25,79226,6,6,57,No
3070,HR,28,39624,5,10,53,No
3071,Sales,33,68395,5,6,57,No
3072,Sales,34,65242,8,8,55,No
